token	apariciones	ejemplos (Strong: definición)
permit	7	G1439: Dejó. Dejar ser, es decir, permit o dejar alone || G4330: Permit además progress || H5203: Dejó. Propiamente, a pound, es decir, smite; por implicación (como si beating fuera, y así expanding) a dispersar; también, a thrust fuera, abajo, fuera o sobre (inclusively, reject, dejar alone, permit, remit, etc..)
once	7	G1733: Once. Uno y diez, es decir, eleven || G3825: Otra. (adverbialmente) anew, es decir, (de lugar) atrás, (de tiempo) once más, o (conjunctionally) furthermore o en otro mano || G2112: Luego. Directly, es decir, en once o soon
obscure	7	G135: Obscuridad. Obscure saying ("enigma"), es decir, (en abstracto) obscureness || G4656: Tenebroso. Obscure o blind (literal o figurativamente) || G5186: Cegó. Hacer blind, es decir, (figurativamente) a obscure
remaining	7	G3063: Demás. Algo remaining (adverbialmente) || G1954: Que queda. Izquierda sobre, es decir, remaining || G2645: Resto. Izquierda abajo (detrás), i.e remaining (plural reposo)
sign	7	G5599: Oh. Como sign de vocative caso, O; como nota de exclamación, oh || G4953: Señal. Sign en común, es decir, preconcerted signal || G4526: Saco. "sack"-tela, es decir, mohair (material o garments hecho de ello, worn como sign de aflicción)
community	7	G4954: Incorporados. De coyuntura cuerpo, es decir, (figurativamente) compañero-miembro de Cristiano community || G4174: República. Citizenship; en concreto, community || G4175: Vivienda. Community, es decir, (en abstracto) citizenship (figurativamente)
resident	7	G3610: Siervo. Compañero resident, es decir, menial domestic || G1786: Aquel lugar. Resident || G3927: Peregrinos. Alien junto a, es decir, resident extranjero
different	7	G243: Otro. "else," es decir, different (en muchos aplicaciones) || G236: Mudar. Hacer different || G3867: Amonesto. Mispraise, es decir, recommend o advise (different curso)
entire	7	G4136: Plenitud. Entire confianza || G4738: Pecho. (entire externo) seno, es decir, chest || G2411: Templo. Sagrado lugar, es decir, entire precincts (mientras que G3485 (ναός) denota central sanctuary sí mismo) de Templo (en Jerusalén o elsewhere)
ask	7	G4319: Mendigaba. Ask repeatedly (importune), es decir, solicit || G154: Pidió. Ask (en genitivo caso) || G1871: Mendigar. Ask para
equivalent	7	G1492: Vi. Usado solo en cierto pasado tenses, otros siendo borrowed de equivalent G3700 (ὀπτάνομαι) y G3708 (ὁράω); propiamente, a ver (literal o figurativamente); por implicación, (en perfecto tense solo) a conocer || G1687: Metiéndose. Equivalent a G1684 (ἐμβαίνω); a intrude en (figurativamente) || G465: Recompensa. Equivalent o ransom
paz	7	G1517: Pacificando. Ser paz-maker, es decir, (figurativamente) a harmonize || G1515: Uno. Paz (literal o figurativamente); por implicación, prosperidad || G1514: Tened paz. Ser (acto) peaceful
margin	7	G2899: Borde. Margin, es decir, (especialmente), fringe o tassel || G5491: Orilla. Lip (como pouring lugar); figurativamente, margin (de agua) || H726: Edomita (como en margin)
transfer	7	G3346: Mudado. Transfer, es decir, (literalmente) transport, (por implicación) exchange, (reflexivamente) cambio sides, o (figurativamente) pervertir || G2010: Dejó. Volver sobre (transfer), es decir, allow || G3329: Gobernamos. Llevar sobre, es decir, transfer (directo)
transport	7	G3346: Mudado. Transfer, es decir, (literalmente) transport, (por implicación) exchange, (reflexivamente) cambio sides, o (figurativamente) pervertir || G4064: Traer. Convey alrededor, es decir, transport acá y thither || G4879: Llevado. Tomar fuera junto, es decir, transport con (seduce, pasivamente, ceder)
exchange	7	G3346: Mudado. Transfer, es decir, (literalmente) transport, (por implicación) exchange, (reflexivamente) cambio sides, o (figurativamente) pervertir || G2643: Reconciliación. Exchange (figurativamente, adjustment), es decir, restoration a (divina) favor || G3337: Mudaron. Exchange
doctrine	7	G226: Verdad. Ser verdadero (en doctrine y profession) || G5199: Sano. Healthy, es decir, bien (en cuerpo); figurativamente, verdadero (en doctrine) || G5573: Hablarán mentira. Mendacious, es decir, promulgating erroneous Cristiano doctrine
beforehand	7	G5348: Vino. Ser beforehand, es decir, anticipate o precede; por extensión, a tener arrived en || G4267: Ya ordenado. Conocer beforehand, es decir, foresee || G4265: Proveyendo. Mirar fuera beforehand, es decir, proveer en avance
anticipate	7	G5348: Vino. Ser beforehand, es decir, anticipate o precede; por extensión, a tener arrived en || G4257: Habéis oído. Oír already, es decir, anticipate || G4328: Espera. Anticipate (en pensamiento, hope o temor); por implicación, a esperar
awake	7	G69: Velan. Ser sleepless, es decir, guardar awake || G70: Vigilias. Sleeplessness, es decir, keeping awake || G1853: Awake
charge	7	G1458: Acúsense. Llamar en (como deuda o exigir), es decir, traer a cuenta (charge, criminate, etc..) || G2724: Acusasen. Complaint ("category"), es decir, criminal charge || G2723: Acusa. Ser plaintiff, es decir, a charge con alguno offence
spurious	7	G5569: Falsos hermanos. Spurious hermano, es decir, pretended asociar || G5578: Falso profeta. Spurious profeta, es decir, pretended foreteller o religiosa impostor || G5580: Falsos Cristos. Spurious Messiah
contrary	7	G3845: Traspasan. Ir contrary to, es decir, violate command || G5121: Contrario. En contrary || G5227: Contraria. Bajo (covertly) contrary to, es decir, opposed o (como sustantivo) adversario
teach	7	G3594: Guiar. Mostrar modo (literal o figurativamente (teach)) || G1321: Enseña. Teach (en mismo broad aplicación) || G4822: Unidos. Causativo (por reduplicación) de base de G939 (βάσις)); a empujar junto, es decir, unite (en asociación o afecto), (mentalmente) a infer, mostrar, teach
harass	7	G3791: Atormentados. Mob, es decir, (por implicación) a harass || G3926: Han de ser inquietados. Harass además, es decir, annoy || G2669: Acosado. Trabajo abajo, es decir, wear con fatiga (figurativamente, harass)
upward	7	G507: Arriba. Upward o en cima || G5274: Pienso. Tomar de debajo de, es decir, llevar upward; figurativamente, a tomar arriba, es decir, continuar discurso o tema; mentalmente, a assume (presume) || G5231: Sobre. Encima de upward, es decir, en gran manera higher (en lugar o rango)
pouring	7	G5494: Invierno. Afín a base de 5490 mediante la idea de channel), significado tormenta (como pouring lluvia); por implicación, rainy tiempo, es decir, invierno || G5491: Orilla. Lip (como pouring lugar); figurativamente, margin (de agua) || H2222: Agua. Pouring lluvia
unfavorable	7	G2205: Celo. Propiamente, calor, es decir, (figurativamente) "zeal" (en favorable sentido, ardor; en unfavorable uno, jealousy, como de marido (figurativamente, de Dios), o enemy, malice) || H1082: Esforzaréme. Romper fuera o suelto (en favorable o unfavorable sentido), es decir, desistir (de aflicción) o invade (con destrucción) || H4916: Obra. Sending fuera, es decir, (en abstracto) presentation (favorable), o seizure (unfavorable); también (en concreto) lugar de dismissal, o business a ser discharged
marriage	7	G4801: Juntó. Yugo junto, es decir, (figurativamente) conjoin (en marriage) || H2859: Suegro. Dar (hija) lejos en marriage; de aquí (en general) a pacto afinidad por marriage || H2859: Suegro. Dar (hija) lejos en marriage; de aquí (en general) a pacto afinidad por marriage
demolish	7	G2507: Quitó. Inferior (o con violencia) demolish (literal o figurativamente) || G2647: Derribar. Loosen abajo (disintegrate), es decir, (por implicación) a demolish (literal o figurativamente); especialmente (compárese G2646 (κατάλυμα)) a halt para noche || H2718: Fué destruída. Demolish
fabricate	7	G3447: Hicieron un becerro. Fabricate imagen de bullock || G4111: Le labró. Mould, es decir, forma o fabricate || G2936: Crear. Fabricate, es decir, encontrado (forma originally)
conquer	7	G2358: Triunfemos. Y derivative de G680 (ἅπτομαι) (significado noisy iambus, sung en honor de Bacchus); a hacer acclamatory procession, es decir, (figurativamente) a conquer o (por hebraísmo) a dar victory || H1986: Hollaron. Golpear abajo; por implicación, a martillo, stamp, conquer, disband || H2388: Restauró. Sujetar sobre; de aquí, a apoderarse, ser fuerte (figurativamente, courageous, causativamente strengthen, curar, ayuda, repair, fortify), obstinado; a atar, restrain, conquer
decide	7	G1956: Declaraba. Solve además, es decir, (figurativamente) a explain, decide || G5271: Simulasen. Decide (hablar o acto) bajo falso parte, es decir, (figurativamente) dissemble (pretend) || G1252: Dudes. Separar a fondo, es decir, (literalmente y reflexivamente) a withdraw de, o (por implicación) oppose; figurativamente, a discriminate (por implicación, decide), o (reflexivamente) hesitate
apparent	7	G5324: Que se veía. Hacer apparent, es decir, (pasivamente) a aparecer (neutro participio como sustantivo, spectacle) || G5318: Luz. Shining, es decir, apparent (literal o figurativamente); neutro (como adverbio) publicly, externally || G1717: Manifiesto. Apparent en sí mismo
impious	7	G989: Blasfemo. Scurrilious, es decir, calumnious (contra hombres), o (especialmente) impious (contra Dios) || G764: Han hecho impíamente. Ser (por implícito acto) impious o malvado || G2319: Aborrecedores de Dios. Hateful a Dios, es decir, impious
marry	7	G1547: Mujeres maridos. Marry fuera hija || G3565: Nuera. Compárese Latín "nupto," a marry); joven married mujer (como veiled), incluido betrothed muchacha; por implicación, son's esposa || H1166: Marido. Ser maestro; de aquí, a marry
swelling	7	G1471: En cinta. Swelling inside, es decir, pregnant || G5445: Masa. Quizá afín a G5453 (φύω) mediante la idea de swelling en bulk), mean a knead; masa de dough || H1217: Masa. Dough (como swelling por fermentation)
sympathy	7	G5424: Entendimiento. Midrif (como partition de cuerpo), es decir, (figurativamente y por implicación, de sympathy) feelings (o sensitive naturaleza; por extensión (también en plural) mente o cognitive faculties) || G4698: Entrañas. Intestine (plural); figurativamente, compasión o sympathy || G4697: Tengo lástima. Tener bowels yearn, es decir, (figurativamente) sentir sympathy, a compasión
must	7	G3784: Debe. Owe (pecuniarily); figurativamente, a ser bajo obligación (ought, must, should); moralmente, a fallar en deber || G5600: Mar. (may, might, can, could, would, should, must, etc..; también con G1487 (εἰ) y su comparativo, como bien como con otro partículos) ser || G5534: Conviene. Ello needs (must o should) ser
reject	7	G720: Negó. Contradict, es decir, disavow, reject, abnegate || G683: Rempujó. Empujar fuera, figurativamente, a reject || G2662: Hollada. Pisotear abajo; figurativamente, a reject con disdain
penetrate	7	G4044: Fueron traspasados. Penetrate enteramente, es decir, transfix (figurativamente) || G1358: Minar. Penetrate burglariously || G1338: Alcanzar través de, es decir, penetrate
trumpet	7	G4537: Tocar. Trumpet, es decir, sonido ráfaga (literal o figurativamente) || G4536: Trompeta. Trumpet || H2689: Trompetas. Trumpet (de su sundered o quavering nota)
stroke	7	G4127: Plaga. Stroke; por implicación, herida; figurativamente, calamidad || G5114: Más penetrante. Más comprehensive o decisive que G2875 (κόπτω), como si por solo stroke; mientras que que implies repetido blows, como hacking); más keen || H405: Mano. Carga; por implicación, stroke (otros dignidad)
converse	7	G3656: Habló. Ser en compañía con, es decir, (por implicación) a converse || G4354: Hablaros. Hablar to, es decir, converse con || G4926: Hablando. Converse mutually
revolution	7	G1995: Conversión. Reversion, es decir, moralmente, revolution || G5157: Variación. Volver ("trope"), es decir, revolution (figurativamente, variation) || H1524: Gozo. Revolution (de tiempo, es decir, edad); también gozo
beyond	7	G4065: Desprecie. Pensar beyond, es decir, depreciate (contemn) || G5236: Alto. Throwing beyond otros, es decir, (figurativamente) supereminence; adverbialmente (con G1519 (εἰς) o G2596 (κατά)) pre- eminently || G5245: Cosas hacemos más que vencer. Vencer beyond, es decir, ganancia decisive victory
surprise	7	G5035: Luego. Shortly, es decir, sin delay, soon, o (por surprise) suddenly, o (por implicación, de ease) readily || G2284: Temeroso. Stupefy (con surprise), es decir, astound || G2396: He aquí. Usado como interjección a denote surprise; lo!
suddenly	7	G5035: Luego. Shortly, es decir, sin delay, soon, o (por surprise) suddenly, o (por implicación, de ease) readily || G160: Repente. Unexpected, es decir, (adverbialmente) suddenly || H926: Se turbarán. Tremble inwardly (o palpitate), es decir, (figurativamente) ser (causativo, hacer) (suddenly) alarmed o agitated; por implicación a apresurar anxiously
perfume	7	G218: Unge. Aceite (con perfume) || G211: Alabastro. Propiamente, "alabaster" caja, es decir, (por extensión) perfume vase (de cualquier material) || H3828: Perfume. Frankincense (de su whiteness o quizá que de su humo)
result	7	G3877: Seguirán. Seguir cerca, es decir, (figurativamente) atender (como result), trace fuera, conform a || G1519: Para que. O hacia (indicating punto reached o entered), de lugar, tiempo, o (figurativamente) propósito (result, etc..); también en adverbial phrases || G5056: Fin. Propiamente, punto aimed en como límite, es decir, (por implicación) conclusion de acto o estado (termination (literalmente, figurativamente o indefinidamente), result (immediate, ultimate o prophetic), propósito); especialmente, …
already	7	G4280: He dicho. Usado como alternativo de G4277 (προέπω); a decir already, predict || G4257: Habéis oído. Oír already, es decir, anticipate || G4266: Pasados. Ser already, es decir, tener previousy transpired
